Region,Contract,Month,Product,age,Insurance,Start,Paid,End
Honam,Lease,12,ETC,30,Full,2023-10-10,1335000 ,2024-10-04
Honam,Lease,12,A,35,Swing,2023-10-11,786000 ,2024-10-02
Honam,Lease,12,A,24,Swing,2023-10-11,843000 ,2024-05-01
Chungcheong,Lease,12,D,30,Liability,2023-10-11,1137000 ,2023-12-12
Seoul,Lease,12,ETC,35,Full,2023-10-20,1170000 ,2024-01-01
Seoul,Lease,12,A,26,Swing,2023-10-11,849000 ,2024-10-05
Seoul,Lease,12,B,35,Full,2023-10-17,765000 ,2024-10-11
Honam,Lease,12,A,35,Swing,2023-10-11,786000 ,2024-10-05
Chungcheong,Lease,12,ETC,35,Full,2023-10-11,2310000 ,2024-10-05
Seoul,Lease,12,B,21,Swing,2023-10-11,1047000 ,2024-02-15
Honam,Lease,12,A,24,Swing,2023-10-11,843000 ,2024-10-05
Honam,Lease,12,A,26,Swing,2023-10-11,771000 ,2024-10-05
Honam,Lease,12,A,24,Swing,2023-10-10,975000 ,2024-04-01
Honam,Lease,12,D,30,Full,2023-10-10,1230000 ,2024-04-01
Seoul,Lease,12,ETC,24,Liability,2023-10-11,939000 ,2024-08-23
Chungcheong,Lease,12,ETC,21,Liability,2023-10-13,2550000 ,2024-01-23
Seoul,Lease,12,A,35,Swing,2023-10-11,786000 ,2024-10-05
Seoul,Lease,12,A,26,Swing,2023-10-11,849000 ,2024-10-05
Chungcheong,Lease,12,A,26,Swing,2023-10-12,849000 ,2023-12-06
Seoul,Lease,12,B,26,Swing,2023-10-12,831000 ,2024-10-06
Seoul,Lease,12,A,21,Swing,2023-10-13,1065000 ,2024-03-07
Seoul,Lease,12,ETC,26,Liability,2023-10-16,2340000 ,2023-10-17
Seoul,Lease,12,B,35,Full,2023-10-16,765000 ,2024-02-15
Seoul,Lease,12,A,35,Swing,2023-10-12,768000 ,2024-06-24
Seoul,Lease,12,A,24,Swing,2023-10-13,975000 ,2024-10-07
Seoul,Lease,12,B,35,Full,2023-10-13,765000 ,2024-10-07
Gyeongsang,Lease,12,A,21,Swing,2023-10-13,1065000 ,2024-05-07
Seoul,Lease,12,D,30,Liability,2023-10-17,1137000 ,2024-10-11
Chungcheong,Lease,12,ETC,35,Full,2023-10-13,2310000 ,2024-01-25
Honam,Lease,12,A,21,Swing,2023-10-13,930000 ,2024-10-07
Seoul,Lease,12,B,30,Liability,2023-10-20,768000 ,2024-10-14
Honam,Lease,12,A,21,Swing,2023-10-16,930000 ,2024-07-26
Gyeongsang,Lease,12,B,30,Full,2023-10-13,804000 ,2024-10-07
Seoul,Lease,12,A,35,Swing,2023-10-11,786000 ,2024-01-10
Seoul,Lease,12,A,35,Swing,2023-10-11,708000 ,2024-10-05
Seoul,Lease,12,ETC,35,Liability,2023-10-11,2160000 ,2024-10-05
Seoul,Lease,12,D,30,Full,2023-10-12,1230000 ,2024-02-01
Seoul,Lease,12,D,21,Full,2023-10-12,1632000 ,2024-02-01
Seoul,Lease,12,A,35,Full,2023-10-12,756000 ,2024-10-06
Seoul,Lease,12,B,30,Full,2023-10-13,804000 ,2024-10-07
Seoul,Lease,12,ETC,30,Swing,2023-10-20,864000 ,2024-10-14
Honam,Lease,12,A,26,Swing,2023-10-16,849000 ,2024-10-10
Honam,Lease,12,A,21,Swing,2023-10-16,930000 ,2024-10-10
Gyeongsang,Lease,12,B,35,Swing,2023-10-13,768000 ,2024-05-07
Seoul,Lease,12,A,35,Swing,2023-10-13,786000 ,2024-10-07
Seoul,Lease,6,A,30,Liability,2023-10-16,1191000 ,2024-04-01
Seoul,Lease,12,C,30,Full,2023-10-16,1260000 ,2024-09-21
Honam,Lease,12,A,35,Swing,2023-10-17,708000 ,2024-05-01
Seoul,Lease,12,D,26,Full,2023-10-17,1371000 ,2024-10-11
Seoul,Lease,12,ETC,30,Liability,2023-10-17,1212000 ,2023-10-31
Gyeongsang,Lease,12,A,30,Swing,2023-10-17,816000 ,2024-05-07
Seoul,Lease,12,D,30,Liability,2023-10-17,1137000 ,2024-10-02
Seoul,Lease,12,D,35,Liability,2023-10-17,1077000 ,2024-10-02
Honam,Lease,12,ETC,30,Full,2023-10-23,1347000 ,2024-07-05
Seoul,Lease,12,A,35,Swing,2023-10-19,786000 ,2024-10-13
Seoul,Lease,12,ETC,26,Liability,2023-10-18,2340000 ,2023-12-07
Seoul,Lease,12,A,30,Swing,2023-10-18,798000 ,2024-02-29
Seoul,Lease,12,D,26,Liability,2023-10-18,1185000 ,2024-03-18
Seoul,Lease,12,A,21,Swing,2023-10-18,930000 ,2023-12-01
Honam,Lease,12,A,35,Swing,2023-10-19,786000 ,2024-10-13
Seoul,Lease,12,A,21,Swing,2023-10-18,930000 ,2024-04-21
Chungcheong,Lease,12,D,30,Full,2023-10-19,1230000 ,2024-07-01
Seoul,Lease,12,ETC,35,Full,2023-10-23,1335000 ,2024-06-03
Seoul,Lease,12,ETC,35,Full,2023-10-23,1335000 ,2024-06-03
Seoul,Lease,12,B,21,Swing,2023-10-25,1047000 ,2024-10-19
Seoul,Lease,12,ETC,26,Swing,2023-10-20,675000 ,2024-02-29
Seoul,Lease,12,B,26,Swing,2023-10-17,831000 ,2024-10-11
Seoul,Lease,12,A,30,Swing,2023-10-17,738000 ,2024-10-11
Seoul,Lease,12,A,35,Swing,2023-10-17,708000 ,2024-10-11
Seoul,Lease,12,ETC,26,Liability,2023-10-20,615000 ,2023-12-19
Seoul,Lease,12,D,30,Liability,2023-10-19,1137000 ,2023-12-27
Seoul,Lease,12,A,35,Full,2023-10-18,756000 ,2024-03-21
Seoul,Lease,12,A,35,Full,2023-10-18,756000 ,2024-10-12
Seoul,Lease,12,A,35,Full,2023-10-18,756000 ,2024-10-12
Seoul,Lease,12,A,35,Swing,2023-10-19,708000 ,2024-10-13
Seoul,Lease,12,A,35,Swing,2023-10-19,708000 ,2024-10-13
Seoul,Lease,12,ETC,26,Liability,2023-10-19,2340000 ,2024-02-26
Honam,Lease,12,ETC,30,Swing,2023-10-23,741000 ,2024-10-17
Gyeongsang,Lease,12,B,26,Swing,2023-10-20,831000 ,2024-10-14
Gyeongsang,Lease,12,B,21,Swing,2023-10-20,1047000 ,2024-10-14
Gyeongsang,Lease,12,B,26,Swing,2023-10-20,831000 ,2024-10-14
Honam,Lease,12,A,30,Swing,2023-10-20,816000 ,2024-09-12
Seoul,Lease,12,B,35,Swing,2023-10-19,768000 ,2024-01-01
Honam,Lease,12,A,35,Swing,2023-10-20,708000 ,2024-10-14
Seoul,Lease,12,A,26,Full,2023-10-20,891000 ,2024-05-13
Seoul,Lease,12,A,26,Swing,2023-10-19,831000 ,2024-01-12
Seoul,Lease,12,ETC,30,Liability,2023-10-20,2250000 ,2024-02-29
Seoul,Lease,12,A,35,Swing,2023-10-20,786000 ,2024-10-14
Seoul,Lease,12,A,30,Swing,2023-10-23,816000 ,2024-10-17
Seoul,Lease,12,A,21,Swing,2023-10-20,1065000 ,2024-08-01
Seoul,Lease,12,C,30,Liability,2023-10-20,1197000 ,2024-02-08
Honam,Lease,12,A,26,Swing,2023-10-24,771000 ,2024-10-18
Honam,Lease,12,A,35,Swing,2023-10-24,708000 ,2024-10-18
Seoul,Lease,12,ETC,35,Liability,2023-10-27,531000 ,2023-12-26
Gyeongsang,Lease,12,A,35,Swing,2023-10-24,786000 ,2024-10-18
Gyeongsang,Lease,12,A,30,Swing,2023-10-24,816000 ,2023-12-11
Seoul,Lease,12,B,35,Full,2023-10-24,765000 ,2024-10-18
Honam,Lease,12,B,35,Swing,2023-10-24,768000 ,2024-10-18
Seoul,Lease,12,A,24,Swing,2023-10-24,843000 ,2024-10-18
Seoul,Lease,12,A,30,Full,2023-10-24,792000 ,2024-10-18
Seoul,Lease,12,A,35,Swing,2023-10-25,708000 ,2024-10-19
Seoul,Lease,12,A,26,Swing,2023-10-24,831000 ,2024-10-18
Seoul,Lease,12,ETC,35,Liability,2023-11-02,633000 ,2024-10-27
Seoul,Lease,12,ETC,35,Liability,2023-11-02,633000 ,2024-10-27
Seoul,Lease,12,B,35,Liability,2023-10-31,738000 ,2024-10-25
Seoul,Lease,12,D,26,Liability,2023-10-31,1185000 ,2024-10-25
Seoul,Lease,12,ETC,35,Liability,2023-10-30,1440000 ,2023-12-29
Seoul,Lease,12,A,21,Swing,2023-10-25,990000 ,2024-05-04
Seoul,Lease,12,A,35,Swing,2023-10-27,786000 ,2024-10-21
Seoul,Lease,12,A,35,Swing,2023-10-25,786000 ,2024-10-19
Seoul,Lease,12,A,26,Swing,2023-10-25,771000 ,2024-10-19
Seoul,Lease,12,A,35,Swing,2023-10-25,708000 ,2024-10-19
Gyeongsang,Lease,12,B,35,Swing,2023-10-26,768000 ,2023-12-07
Gyeongsang,Lease,12,D,30,Liability,2023-10-26,1137000 ,2024-10-20
Seoul,Lease,12,ETC,35,Liability,2023-10-30,2160000 ,2024-02-01
Seoul,Lease,12,A,30,Swing,2023-10-26,816000 ,2024-10-20
Honam,Lease,12,A,21,Swing,2023-10-26,930000 ,2024-10-20
Honam,Lease,12,A,21,Swing,2023-10-26,930000 ,2024-10-20
Chungcheong,Lease,12,A,26,Swing,2023-10-26,849000 ,2024-09-09
Chungcheong,Lease,12,B,35,Swing,2023-10-26,768000 ,2024-09-09
Seoul,Lease,12,C,35,Full,2023-10-31,1230000 ,2024-10-25
Seoul,Lease,12,ETC,35,Full,2023-10-01,2310000 ,2024-09-07
Seoul,Lease,12,A,26,Swing,2023-10-11,849000 ,2024-09-20
Seoul,Lease,12,A,35,Full,2023-10-11,756000 ,2024-09-20
Seoul,Lease,12,ETC,30,Liability,2023-10-31,2250000 ,2024-04-01
Seoul,Lease,12,A,26,Swing,2023-10-27,771000 ,2024-10-21
Seoul,Lease,12,B,26,Swing,2023-10-23,831000 ,2024-10-17
Honam,Lease,12,B,26,Swing,2023-10-27,831000 ,2024-10-21
Chungcheong,Lease,12,A,35,Swing,2023-10-27,708000 ,2024-07-01
Seoul,Lease,12,A,30,Swing,2023-10-27,816000 ,2024-10-21
Seoul,Lease,12,A,35,Full,2023-10-27,756000 ,2024-04-03
Seoul,Lease,12,ETC,35,Full,2023-10-30,900000 ,2024-10-24
Seoul,Lease,12,D,30,Liability,2023-10-30,1137000 ,2024-07-03
Seoul,Lease,12,A,26,Swing,2023-10-27,849000 ,2024-06-03
Seoul,Lease,12,A,30,Swing,2023-10-27,798000 ,2024-10-21
Honam,Lease,12,B,30,Full,2023-10-30,804000 ,2024-04-01
Seoul,Lease,12,A,26,Swing,2023-10-30,849000 ,2024-06-11
Gyeongsang,Lease,12,ETC,35,Full,2023-10-30,681000 ,2024-10-24
Seoul,Lease,12,D,35,Liability,2023-10-30,1077000 ,2024-06-01
Seoul,Lease,12,A,35,Liability,2023-10-31,759000 ,2024-10-25
Seoul,Lease,12,ETC,24,Liability,2023-11-02,816000 ,2024-03-10
Seoul,Lease,12,ETC,24,Liability,2023-11-02,816000 ,2024-10-27
Seoul,Lease,12,A,30,Swing,2023-10-30,816000 ,2024-10-24
Chungcheong,Lease,12,D,30,Liability,2023-10-31,1137000 ,2024-10-25
Seoul,Lease,12,ETC,35,Liability,2023-11-02,633000 ,2024-10-27
Honam,Lease,12,B,35,Swing,2023-10-31,768000 ,2024-10-25
Honam,Lease,12,A,21,Swing,2023-10-31,930000 ,2024-10-25
Seoul,Lease,12,B,35,Full,2023-11-01,765000 ,2024-10-26
Seoul,Lease,12,B,35,Full,2023-10-31,765000 ,2024-10-25
Seoul,Lease,12,A,35,Full,2023-11-02,756000 ,2024-10-27
Seoul,Lease,12,A,35,Swing,2023-11-02,786000 ,2023-12-04
Seoul,Lease,12,A,21,Swing,2023-11-01,930000 ,2024-10-26
Seoul,Lease,12,A,35,Swing,2023-10-31,786000 ,2024-09-05
Seoul,Lease,12,ETC,35,Liability,2023-10-31,1158000 ,2024-10-02
Seoul,Lease,12,C,35,Full,2023-11-01,1230000 ,2024-10-26
Gyeongsang,Lease,12,A,35,Swing,2023-11-01,786000 ,2024-04-11
Seoul,Lease,12,ETC,30,Liability,2023-11-01,1212000 ,2024-04-01
Seoul,Lease,12,ETC,35,Liability,2023-11-07,762000 ,2024-11-01
Seoul,Lease,12,A,30,Swing,2023-11-03,816000 ,2024-10-28
Seoul,Lease,12,ETC,35,Full,2023-11-03,1275000 ,2024-10-28
Seoul,Lease,12,A,30,Swing,2023-11-01,738000 ,2024-10-26
Chungcheong,Lease,6,ETC,35,Liability,2023-11-02,1269000 ,2024-04-30
Seoul,Lease,12,A,35,Swing,2023-11-03,786000 ,2024-02-05
Chungcheong,Lease,12,ETC,26,Liability,2023-11-02,840000 ,2024-07-03
Seoul,Lease,12,D,24,Liability,2023-11-03,1317000 ,2024-10-28
Seoul,Lease,12,A,30,Full,2024-01-03,792000 ,2024-12-28
Honam,Lease,12,A,24,Swing,2023-11-03,843000 ,2024-10-28
Seoul,Lease,12,A,35,Full,2023-11-02,756000 ,2024-10-27
Gyeongsang,Lease,12,A,30,Swing,2023-11-02,816000 ,2024-10-27
Seoul,Lease,12,A,21,Swing,2023-11-02,1065000 ,2024-03-26
Gyeongsang,Lease,12,A,24,Swing,2023-11-03,783000 ,2024-10-28
Honam,Lease,12,A,21,Swing,2023-11-03,930000 ,2024-08-09
Honam,Lease,12,A,21,Swing,2023-11-03,1065000 ,2024-08-09
Honam,Lease,12,B,35,Swing,2023-11-03,768000 ,2024-01-29
Seoul,Lease,6,B,35,Liability,2023-11-03,1128000 ,2024-05-01
Gyeongsang,Lease,12,D,35,Liability,2023-11-02,1077000 ,2024-10-27
Seoul,Lease,12,A,30,Swing,2023-11-02,798000 ,2024-07-28
Honam,Lease,12,ETC,21,Full,2023-11-03,1602000 ,2024-10-28
Honam,Lease,12,A,24,Swing,2023-11-03,843000 ,2024-10-28
Seoul,Lease,12,A,26,Swing,2023-11-03,849000 ,2024-08-26
Seoul,Lease,12,A,26,Swing,2023-11-03,849000 ,2024-02-05
Seoul,Lease,12,A,21,Swing,2023-11-03,1065000 ,2024-10-01
Seoul,Lease,12,ETC,35,Full,2023-11-15,681000 ,2024-09-01
Honam,Lease,12,A,26,Swing,2023-11-06,849000 ,2024-10-31
Seoul,Lease,12,D,35,Liability,2023-11-17,1077000 ,2024-11-11
Honam,Lease,12,ETC,30,Swing,2023-11-21,864000 ,2024-08-09
Gyeongsang,Lease,12,D,30,Liability,2023-11-09,1137000 ,2024-11-03
Honam,Lease,12,B,30,Swing,2023-11-06,798000 ,2024-10-31
Honam,Lease,12,B,35,Swing,2023-11-06,768000 ,2024-10-31
Seoul,Lease,12,A,30,Swing,2023-11-03,798000 ,2024-07-08
Seoul,Lease,12,A,30,Swing,2023-11-03,816000 ,2023-11-20
Seoul,Lease,12,A,35,Swing,2023-11-03,786000 ,2024-10-28
Seoul,Lease,12,ETC,35,Full,2023-11-08,681000 ,2024-11-02
Seoul,Lease,12,ETC,35,Full,2023-11-08,681000 ,2024-11-02
Seoul,Lease,12,ETC,35,Full,2023-11-06,2310000 ,2024-10-31
Gyeongsang,Lease,12,A,30,Swing,2023-11-09,816000 ,2024-11-03
Gyeongsang,Lease,12,D,30,Liability,2023-11-07,1137000 ,2024-11-01
Seoul,Lease,12,ETC,26,Liability,2023-11-08,615000 ,2024-10-02
Honam,Lease,12,A,24,Swing,2023-11-07,843000 ,2024-11-01
Honam,Lease,12,A,24,Swing,2023-11-07,975000 ,2024-08-09
Seoul,Lease,12,D,30,Full,2023-11-08,1281000 ,2024-11-02
Seoul,Lease,12,A,26,Swing,2023-11-09,849000 ,2024-11-03
Gyeongsang,Lease,12,D,30,Liability,2023-11-07,1137000 ,2024-04-14
Seoul,Lease,12,D,26,Liability,2023-11-14,1185000 ,2024-11-08
Chungcheong,Lease,12,ETC,35,Liability,2023-11-08,633000 ,2024-07-03
Gyeongsang,Lease,12,B,21,Swing,2023-11-09,1047000 ,2024-11-03
Gyeongsang,Lease,12,D,21,Liability,2023-11-09,1437000 ,2024-11-03
Gyeongsang,Lease,12,D,24,Liability,2023-11-09,1317000 ,2024-11-03
Honam,Lease,12,A,21,Swing,2023-11-08,930000 ,2024-11-02
Chungcheong,Lease,12,ETC,35,Full,2023-11-15,2310000 ,2023-12-06
Seoul,Lease,12,A,30,Swing,2023-11-08,798000 ,2024-05-04
Seoul,Lease,12,C,35,Full,2023-11-08,1230000 ,2024-07-07
Seoul,Lease,12,A,35,Swing,2023-11-08,786000 ,2024-11-02
Seoul,Lease,6,A,24,Liability,2023-11-08,1293000 ,2024-05-06
Seoul,Lease,12,A,26,Full,2023-11-08,891000 ,2024-11-02
Honam,Lease,12,A,26,Swing,2023-11-10,771000 ,2024-11-04
Chungcheong,Lease,12,A,21,Swing,2023-11-10,1065000 ,2024-01-25
Chungcheong,Lease,12,A,21,Swing,2023-11-10,1065000 ,2024-01-25
Chungcheong,Lease,12,A,21,Swing,2023-11-10,1065000 ,2024-01-25
Chungcheong,Lease,12,A,26,Swing,2023-11-10,849000 ,2024-01-25
Chungcheong,Lease,12,A,30,Swing,2023-11-10,816000 ,2024-01-25
Chungcheong,Lease,12,D,35,Liability,2023-11-10,1077000 ,2024-01-23
Chungcheong,Lease,12,ETC,35,Liability,2023-11-10,2160000 ,2024-01-25
Chungcheong,Lease,12,A,35,Swing,2023-11-10,786000 ,2024-11-04
Seoul,Lease,12,A,30,Swing,2023-11-10,738000 ,2024-11-04
Seoul,Lease,12,A,21,Swing,2023-11-10,930000 ,2024-11-04
Gyeongsang,Lease,12,A,35,Swing,2023-11-10,816000 ,2024-11-04
Gyeongsang,Lease,12,A,26,Swing,2023-11-10,849000 ,2024-11-04
Seoul,Lease,12,A,35,Swing,2023-11-13,786000 ,2024-03-01
Chungcheong,Lease,12,D,35,Liability,2023-11-13,1077000 ,2024-11-07
Chungcheong,Lease,12,ETC,30,Swing,2023-11-13,645000 ,2024-11-07
Chungcheong,Lease,12,D,21,Liability,2023-11-13,1437000 ,2024-11-07
Seoul,Lease,12,D,21,Full,2023-12-04,1632000 ,2024-11-28
Seoul,Lease,12,D,30,Liability,2023-11-14,1137000 ,2024-11-08
Seoul,Lease,12,A,35,Full,2023-11-13,756000 ,2024-11-07
Seoul,Lease,12,B,35,Full,2023-11-14,765000 ,2024-11-08
Seoul,Lease,12,ETC,21,Liability,2023-11-14,2550000 ,2024-09-11
Seoul,Lease,12,A,30,Swing,2023-11-14,738000 ,2024-03-25
Seoul,Lease,12,D,35,Liability,2023-11-15,1077000 ,2024-05-02
Seoul,Lease,12,A,24,Swing,2023-11-14,975000 ,2024-11-08
Honam,Lease,12,ETC,26,Full,2023-11-24,750000 ,2024-08-16
Chungcheong,Lease,12,B,35,Swing,2023-11-24,798000 ,2024-11-18
Honam,Lease,12,B,35,Swing,2023-11-15,768000 ,2024-09-02
Seoul,Lease,12,A,21,Swing,2023-11-02,930000 ,2024-02-01
Gyeongsang,Lease,12,A,26,Swing,2023-11-14,849000 ,2024-05-07
Gyeongsang,Lease,12,A,35,Swing,2023-11-15,786000 ,2024-05-01
Gyeongsang,Lease,12,D,30,Full,2023-11-16,1230000 ,2024-04-12
Seoul,Lease,12,B,24,Liability,2023-11-16,873000 ,2024-11-10
Gyeongsang,Lease,12,B,26,Swing,2023-11-14,831000 ,2024-11-08
Seoul,Lease,12,ETC,35,Liability,2023-11-16,633000 ,2024-07-07
Seoul,Lease,12,D,35,Liability,2023-11-16,1077000 ,2024-11-10
Honam,Lease,12,B,35,Swing,2023-11-15,768000 ,2024-07-26
Honam,Lease,12,A,30,Swing,2023-11-15,816000 ,2024-07-26
Seoul,Lease,12,B,30,Full,2023-11-15,804000 ,2024-09-02
Seoul,Lease,12,D,30,Liability,2023-11-15,1137000 ,2024-10-02
Seoul,Lease,12,ETC,26,Liability,2023-11-16,2340000 ,2024-11-10
Gyeongsang,Lease,12,D,30,Liability,2023-11-16,1137000 ,2024-11-10
Chungcheong,Lease,12,D,35,Liability,2023-11-17,1077000 ,2024-11-11
Seoul,Lease,12,A,26,Full,2023-11-16,891000 ,2024-03-12
Gyeongsang,Lease,12,D,24,Liability,2023-11-16,1317000 ,2024-06-05
Seoul,Lease,12,A,35,Swing,2023-11-16,786000 ,2024-11-10
Seoul,Lease,12,ETC,35,Liability,2023-11-17,1047000 ,2024-04-19
Seoul,Lease,12,D,30,Full,2023-11-17,1230000 ,2024-11-11
Honam,Lease,12,D,35,Full,2023-11-27,1200000 ,2023-12-20
Gyeongsang,Lease,12,D,26,Liability,2023-11-16,1185000 ,2024-05-03
Seoul,Lease,12,B,24,Full,2023-11-20,1110000 ,2024-11-14
Seoul,Lease,12,B,35,Full,2023-11-20,765000 ,2024-11-14
Seoul,Lease,12,B,35,Full,2023-11-20,765000 ,2024-11-14
Gyeongsang,Lease,12,A,26,Swing,2023-11-22,849000 ,2024-11-16
Gyeongsang,Lease,12,A,30,Swing,2023-11-22,816000 ,2024-11-16
Seoul,Lease,12,A,35,Swing,2023-11-20,786000 ,2024-11-14
Seoul,Lease,12,A,30,Swing,2023-11-20,816000 ,2023-12-22
Chungcheong,Lease,12,A,26,Swing,2023-11-20,849000 ,2024-11-14
Seoul,Lease,12,D,35,Full,2023-11-20,1200000 ,2024-04-01
Gyeongsang,Lease,12,D,35,Liability,2023-11-18,1077000 ,2024-11-12
Seoul,Lease,12,A,35,Full,2023-11-20,756000 ,2024-11-14
Seoul,Lease,12,A,35,Full,2023-11-20,756000 ,2024-01-02
Gyeongsang,Lease,12,A,26,Swing,2023-11-20,849000 ,2024-11-14
Seoul,Lease,12,A,26,Swing,2023-11-21,849000 ,2024-11-15
Seoul,Lease,12,ETC,30,Full,2023-11-21,879000 ,2024-09-02
Seoul,Lease,12,A,21,Swing,2023-11-21,900000 ,2023-12-01
Seoul,Lease,12,B,35,Full,2023-11-21,765000 ,2024-11-15
Seoul,Lease,12,A,35,Swing,2023-11-21,786000 ,2024-11-15
Honam,Lease,12,D,35,Liability,2023-11-21,1077000 ,2024-08-21
Chungcheong,Lease,12,D,35,Liability,2023-11-22,1077000 ,2024-11-16
Honam,Lease,12,D,30,Liability,2023-11-28,1137000 ,2024-09-02
Seoul,Lease,12,A,35,Full,2023-11-23,756000 ,2024-11-17
Gyeongsang,Lease,12,D,21,Full,2023-11-21,1632000 ,2024-05-07
Gyeongsang,Lease,12,D,35,Liability,2023-11-21,1077000 ,2024-07-04
Gyeongsang,Lease,12,D,26,Liability,2023-11-21,1185000 ,2024-09-11
Gyeongsang,Lease,12,D,26,Full,2023-11-21,1371000 ,2024-05-07
Seoul,Lease,12,ETC,30,Swing,2023-11-27,864000 ,2024-11-21
Gyeongsang,Lease,12,A,35,Swing,2023-11-21,786000 ,2024-01-30
Seoul,Lease,12,D,26,Full,2023-11-24,1371000 ,2024-03-29
Gyeongsang,Lease,12,A,35,Swing,2023-11-22,786000 ,2023-12-21
Seoul,Lease,12,D,35,Liability,2023-11-27,1077000 ,2023-12-26
Seoul,Lease,12,A,26,Liability,2023-11-21,801000 ,2024-04-01
Seoul,Lease,12,D,26,Full,2023-11-21,1371000 ,2024-07-01
Seoul,Lease,12,A,35,Full,2023-11-21,756000 ,2024-07-01
Seoul,Lease,12,A,30,Swing,2023-11-21,816000 ,2024-07-01
Seoul,Lease,12,A,21,Swing,2023-07-26,1011000 ,2024-02-23
Seoul,Lease,12,A,26,Swing,2023-07-26,831000 ,2024-03-29
Seoul,Lease,12,B,30,Swing,2023-07-26,828000 ,2024-03-29
Seoul,Lease,12,A,26,Swing,2023-07-26,831000 ,2024-04-22
Seoul,Lease,12,B,24,Swing,2023-07-26,927000 ,2024-04-22
Seoul,Lease,12,A,35,Swing,2023-11-27,786000 ,2024-11-21
Seoul,Lease,12,A,30,Swing,2023-11-24,816000 ,2024-10-31
Gyeongsang,Lease,12,A,30,Swing,2023-11-24,816000 ,2024-05-07
Gyeongsang,Lease,12,B,35,Swing,2023-11-24,786000 ,2024-02-23
Gyeongsang,Lease,12,A,26,Swing,2023-11-24,849000 ,2024-02-29
Honam,Lease,12,B,24,Swing,2023-11-27,987000 ,2024-08-09
Honam,Lease,12,A,30,Swing,2023-11-27,816000 ,2024-08-09
Seoul,Lease,12,D,21,Full,2023-11-27,1632000 ,2024-11-21
Seoul,Lease,12,ETC,21,Full,2023-11-27,1359000 ,2024-11-21
Gyeongsang,Lease,12,A,24,Swing,2023-11-27,975000 ,2024-11-21
Gyeongsang,Lease,12,B,35,Full,2023-11-27,765000 ,2024-11-21
Seoul,Lease,12,A,35,Full,2023-11-27,756000 ,2024-04-01
Seoul,Lease,12,A,21,Swing,2023-11-27,1065000 ,2024-11-21
Honam,Lease,12,A,35,Swing,2023-11-28,786000 ,2024-02-14
Honam,Lease,12,D,35,Full,2023-11-28,1200000 ,2023-12-01
Honam,Lease,12,A,35,Swing,2023-11-28,786000 ,2024-10-02
Honam,Lease,12,B,35,Swing,2023-11-28,798000 ,2024-11-22
Seoul,Lease,12,A,35,Full,2023-11-28,756000 ,2024-11-22
Seoul,Lease,12,A,30,Full,2023-11-28,792000 ,2024-11-22
Seoul,Lease,12,A,30,Swing,2023-11-28,798000 ,2024-05-06
Seoul,Lease,12,A,35,Swing,2023-11-28,768000 ,2024-05-09
Seoul,Lease,12,ETC,35,Liability,2023-11-28,531000 ,2024-06-01
Seoul,Lease,12,A,35,Full,2023-11-28,756000 ,2024-05-16
Seoul,Lease,12,A,35,Swing,2023-12-01,786000 ,2024-11-25
Seoul,Lease,12,A,24,Liability,2023-12-01,825000 ,2024-01-17
Seoul,Lease,12,D,35,Liability,2023-11-29,1077000 ,2024-01-03
Gyeongsang,Lease,12,B,21,Swing,2023-11-28,1047000 ,2024-10-05
Chungcheong,Lease,12,A,35,Swing,2023-11-30,786000 ,2024-06-01
Honam,Lease,12,A,24,Swing,2023-11-29,975000 ,2024-11-23
Seoul,Lease,12,D,24,Full,2023-11-29,1470000 ,2024-11-23
Seoul,Lease,12,D,30,Full,2023-11-30,1230000 ,2024-11-24
Gyeongsang,Lease,12,D,35,Full,2023-11-29,1200000 ,2024-04-09
Chungcheong,Lease,12,A,26,Swing,2023-12-01,831000 ,2024-11-25
Chungcheong,Lease,12,B,30,Swing,2023-12-01,828000 ,2024-11-25
Gyeongsang,Lease,12,ETC,35,Liability,2023-11-29,2160000 ,2024-05-01
Chungcheong,Lease,12,ETC,30,Liability,2023-12-01,810000 ,2024-11-25
Seoul,Lease,12,D,30,Liability,2023-11-29,1137000 ,2024-11-23
Seoul,Lease,12,A,21,Liability,2023-11-30,975000 ,2023-12-01
Seoul,Lease,12,A,26,Full,2023-12-01,891000 ,2024-01-31
Seoul,Lease,12,A,35,Full,2023-12-01,756000 ,2024-01-31
Seoul,Lease,12,C,21,Full,2023-12-01,1467000 ,2024-06-03
Seoul,Lease,12,A,26,Swing,2023-12-01,849000 ,2024-06-03
Seoul,Lease,12,A,35,Swing,2023-12-01,786000 ,2024-06-03
Seoul,Lease,12,A,21,Swing,2023-12-01,1065000 ,2024-01-12
Honam,Lease,12,D,35,Full,2023-12-02,1200000 ,2024-11-22
Seoul,Lease,12,B,24,Liability,2023-12-05,873000 ,2024-11-29
Seoul,Lease,12,D,35,Liability,2023-12-05,1077000 ,2024-11-29
Seoul,Lease,12,D,35,Full,2023-11-30,1200000 ,2024-07-01
Seoul,Lease,12,D,35,Full,2023-11-30,1200000 ,2024-04-01
Seoul,Lease,12,A,30,Swing,2023-11-24,738000 ,2024-03-29
Honam,Lease,12,ETC,35,Full,2023-12-04,1170000 ,2024-07-05
Gyeongsang,Lease,12,ETC,26,Liability,2023-12-01,1269000 ,2024-11-25
Gyeongsang,Lease,12,D,24,Full,2023-12-02,1470000 ,2024-11-26
Gyeongsang,Lease,12,D,30,Full,2023-12-02,1230000 ,2024-11-26
